,pageid,ns,por_pageid,por_ns,rwp_pageid,rwp_ns
"Степанова, Мария Михайловна",177270.0,0.0,,,177270.0,0.0
"Степанцов, Вадим Юрьевич",47115.0,0.0,47115.0,0.0,,
"Степнова, Марина Львовна",4343144.0,0.0,4343144.0,0.0,,
"Стерлигов, Владимир Васильевич",3611705.0,0.0,3611705.0,0.0,,
"Стесин, Александр Михайлович",149447.0,0.0,,,,
"Столица, Любовь Никитична",1480409.0,0.0,1480409.0,0.0,1480409.0,0.0
"Сторицын, Пётр Ильич",6937639.0,0.0,,,,
"Стражев, Виктор Иванович",1480367.0,0.0,1480367.0,0.0,,
"Стратановский, Сергей Георгиевич",3126148.0,0.0,3126148.0,0.0,,
"Страхов, Александр Борисович",1993368.0,0.0,1993368.0,0.0,,
"Страхов, Николай Иванович (журналист)",6922665.0,0.0,,,,
"Стрельченко, Вадим Константинович",4156692.0,0.0,,,,
"Стрижов, Дмитрий Владимирович",5374056.0,0.0,,,,
"Строцев, Дмитрий Юльевич",101100.0,0.0,,,,
"Строчков, Владимир Яковлевич",2343885.0,0.0,2343885.0,0.0,,
"Струве, Глеб Петрович",127925.0,0.0,127925.0,0.0,,
"Струве, Михаил Александрович",5241200.0,0.0,,,,
"Струговщиков, Александр Николаевич",88538.0,0.0,88538.0,0.0,,
"Стружкин, Николай Сергеевич",8472292.0,0.0,,,,
"Струйский, Николай Еремеевич",2820880.0,0.0,2820880.0,0.0,,
"Струкова, Марина Васильевна",2711788.0,0.0,,,2711788.0,0.0
"Стюарт, Елизавета Константиновна",295731.0,0.0,295731.0,0.0,,
"Суворов, Георгий Кузьмич",5459971.0,0.0,,,,
"Сулейменов, Олжас Омарович",151350.0,0.0,,,,
"Сумароков, Александр Петрович",139802.0,0.0,139802.0,0.0,,
"Сумбатов, Василий Александрович",684866.0,0.0,,,,
"Суриков, Александр Вячеславович",88588.0,0.0,88588.0,0.0,,
"Суриков, Иван Захарович",154398.0,0.0,,,,
"Сурков, Алексей Александрович",632846.0,0.0,,,,
"Сутулов-Катеринич, Сергей Владимирович",2449348.0,0.0,2449348.0,0.0,,
"Сухаребский, Лазарь Маркович",1463559.0,0.0,,,,
"Сухарев, Валерий Владимирович",2291819.0,0.0,,,,
"Сухов, Фёдор Григорьевич",3872420.0,0.0,,,,
"Суховей, Дарья Алексеевна",3632911.0,0.0,3632911.0,0.0,,
"Сухорученко, Геннадий Анатольевич",873710.0,0.0,873710.0,0.0,,
"Сучкова, Ната",1766806.0,0.0,1766806.0,0.0,,
"Тавров, Андрей Михайлович",94991.0,0.0,94991.0,0.0,,
"Тагер, Елена Михайловна",815534.0,0.0,,,,
"Тажи, Айгерим",5229023.0,0.0,,,,
"Таланова, Галина Борисовна",4077474.0,0.0,4077474.0,0.0,,
"Танева, Елена Кирилловна",2767079.0,0.0,2767079.0,0.0,,
"Танич, Михаил Исаевич",79903.0,0.0,79903.0,0.0,,
"Танков, Александр Семёнович",5161999.0,0.0,5161999.0,0.0,,
"Тарасенко, Николай Федорович",6844288.0,0.0,,,,
"Тарасенков, Анатолий Кузьмич",955080.0,0.0,955080.0,0.0,,
"Тарасов, Владимир Борисович",609336.0,0.0,,,,
"Тарасова, Марина Борисовна",4008237.0,0.0,,,,
"Таратута, Сергей Львович",3174824.0,0.0,,,,
"Тараховская, Елизавета Яковлевна",659095.0,0.0,659095.0,0.0,,
"Тарковский, Арсений Александрович",31279.0,0.0,31279.0,0.0,,
"Тарковский, Михаил Александрович",2160911.0,0.0,,,,
"Тарловский, Марк Ариевич",694879.0,0.0,,,,
"Тартаковер, Савелий Григорьевич",42373.0,0.0,,,,
"Тарусин, Иван Егорович",4336015.0,0.0,4336015.0,0.0,,
"Тарусский, Николай",3842543.0,0.0,3842543.0,0.0,,
"Тарутин, Олег Аркадьевич",2283858.0,0.0,2283858.0,0.0,,
"Татаринова, Ольга Ивановна",2042067.0,0.0,2042067.0,0.0,,
"Татьяничева, Людмила Константиновна",349714.0,0.0,349714.0,0.0,,
"Таубер, Екатерина Леонидовна",1805957.0,0.0,,,,
"Твардовский, Александр Трифонович",45896.0,0.0,,,,
"Тверской, Александр Давыдович",1016924.0,0.0,1016924.0,0.0,,
"Тевелев, Матвей Григорьевич",373399.0,0.0,,,,
"Телевицкая, Дина Александровна",3371520.0,0.0,3371520.0,0.0,,
"Телешов, Николай Дмитриевич",2074159.0,0.0,,,,
"Тельтофт, Ольга Ярославна",3767830.0,0.0,,,,
"Тёмкина, Марина Залмановна",101878.0,0.0,101878.0,0.0,,
"Теплова, Надежда Сергеевна",8153238.0,0.0,,,,
"Тепляков, Виктор Григорьевич",5209520.0,0.0,5209520.0,0.0,,
"Тепляшин, Анатолий Алексеевич",3783263.0,0.0,3783263.0,0.0,,
"Тепчегорский, Григорий Павлович",8154139.0,0.0,8154139.0,0.0,,
"Тер-Маркарьян, Аршак Арсенович",2700827.0,0.0,2700827.0,0.0,,
"Терапиано, Юрий Константинович",677044.0,0.0,,,,
"Терентьев, Игорь Герасимович",873177.0,0.0,873177.0,0.0,,
"Терентьев, Фёдор Александрович",8044920.0,0.0,8044920.0,0.0,,
"Терентьева-Катаева, Мария Кузьминична",733613.0,0.0,,,733613.0,0.0
"Терёхин, Вадим Фёдорович",3592427.0,0.0,3592427.0,0.0,,
"Тернавский, Михаил Яковлевич",7881354.0,0.0,,,,
"Теславский, Георгий Александрович",5033461.0,0.0,,,,
"Тимковский, Иван Фёдорович",8354877.0,0.0,,,,
"Тимофеев-Еропкин, Борис Николаевич",2021458.0,0.0,2021458.0,0.0,,
"Тимофеев, Сергей Эдуардович",5346445.0,0.0,,,,
"Тимофеевский, Александр Павлович",1473722.0,0.0,,,,
"Тимченов, Андрей Анатольевич",1012359.0,0.0,1012359.0,0.0,,
"Тиняков, Александр Иванович",1163344.0,0.0,1163344.0,0.0,,
"Титов, Николай Ильич",3811874.0,0.0,3811874.0,0.0,,
"Тихомиров, Александр Борисович",1790109.0,0.0,1790109.0,0.0,,
"Тихонов, Николай Семёнович",61420.0,0.0,,,,
"Ткаченко, Александр Петрович",242831.0,0.0,242831.0,0.0,,
"Токарев, Вилли Иванович",816067.0,0.0,,,,
"Токарева, Яна Александровна",3047079.0,0.0,3047079.0,0.0,,
"Токмаков, Александр Иванович",2126008.0,0.0,2126008.0,0.0,,
"Токмакова, Ирина Петровна",223318.0,0.0,,,223318.0,0.0
"Толстой, Алексей Константинович",45790.0,0.0,,,,
"Топоровский, Ян Михайлович",5735473.0,0.0,,,,
"Торхов, Алексей Валентинович",6516078.0,0.0,,,,
"Тотев, Мэльд Георгиевич",1266215.0,0.0,1266215.0,0.0,,
"Трестман, Гершон",8227695.0,0.0,,,,
"Третьяков, Сергей Михайлович (поэт)",390995.0,0.0,390995.0,0.0,,
"Трифонов, Геннадий Николаевич",1625141.0,0.0,1625141.0,0.0,,
"Трускиновская, Далия Мееровна",1046090.0,0.0,,,,
"Труфилов, Алексей Сергеевич",6440045.0,0.0,6440045.0,0.0,,
"Тряпкин, Николай Иванович",1721269.0,0.0,,,,
"Тублин, Валентин Соломонович",4206953.0,0.0,4206953.0,0.0,,
"Туманский, Василий Иванович",1391268.0,0.0,,,,
"Туманский, Фёдор Антонович",1649314.0,0.0,1649314.0,0.0,,
"Тургенев, Иван Сергеевич",45544.0,0.0,,,,
"Туфанов, Александр Васильевич",1336683.0,0.0,1336683.0,0.0,,
"Тучков, Сергей Алексеевич",804552.0,0.0,804552.0,0.0,,
"Тушнова, Вероника Михайловна",270290.0,0.0,,,,
"Тхоржевский, Иван Иванович",346572.0,0.0,,,,
"Тюрин, Илья Николаевич",36851.0,0.0,36851.0,0.0,,
"Тютчев, Фёдор Иванович",45777.0,0.0,,,,
"Тягунов, Роман Львович",1936001.0,0.0,1936001.0,0.0,,
"Уланов, Александр Михайлович",1677076.0,0.0,,,,
"Улзытуев, Амарсана Дондокович",6351085.0,0.0,6351085.0,0.0,,
"Ульянов, Николай Дмитриевич (писатель)",2305874.0,0.0,,,,
"Уманов-Каплуновский, Владимир Васильевич",4082931.0,0.0,4082931.0,0.0,,
"Унксова, Кари Васильевна",2156216.0,0.0,,,,
"Урин, Виктор Аркадьевич",2723736.0,0.0,,,,
"Усачёв, Андрей Алексеевич",2181505.0,0.0,2181505.0,0.0,,
"Усов, Борис Анатольевич",8187150.0,0.0,8187150.0,0.0,,
"Усов, Дмитрий Сергеевич",3858204.0,0.0,3858204.0,0.0,,
"Усова, Галина Сергеевна",4349417.0,0.0,4349417.0,0.0,,
"Устинов, Валентин Алексеевич",3378854.0,0.0,3378854.0,0.0,,
"Уткин, Иосиф Павлович",26477.0,0.0,,,,
"Уфлянд, Владимир Иосифович",627609.0,0.0,627609.0,0.0,,
"Ухтомский, Эспер Эсперович",1009780.0,0.0,1009780.0,0.0,,
"Ушаков, Василий Фёдорович",2767150.0,0.0,2767150.0,0.0,,
"Файзов, Данил",176677.0,0.0,176677.0,0.0,,
"Файзуллин, Роман",6340015.0,0.0,6340015.0,0.0,,
"Файн, Катерина Викторовна",16807.0,0.0,16807.0,0.0,,
"Файнберг, Александр Аркадьевич",2143317.0,0.0,,,,
"Файнберг, Владимир Львович",1017926.0,0.0,1017926.0,0.0,,
"Фаликов, Илья Зиновьевич",348592.0,0.0,,,,
"Фальков, Борис Викторович",955459.0,0.0,,,,
"Фамицкий, Андрей Олегович",7158991.0,0.0,,,,
"Фанайлова, Елена Николаевна",86596.0,0.0,,,86596.0,0.0
"Фатыхов, Салим Галимович",752093.0,0.0,752093.0,0.0,,
"Фатьянов, Алексей Иванович",727432.0,0.0,,,,
"Фёдоров, Александр Митрофанович",728522.0,0.0,728522.0,0.0,,
"Фёдоров, Борис Михайлович",2599996.0,0.0,,,,
"Фёдоров, Василий Дмитриевич",2672014.0,0.0,,,,
"Фёдоров, Василий Михайлович",5315974.0,0.0,,,,
"Фёдоров, Василий Павлович",2163557.0,0.0,2163557.0,0.0,,
"Фёдоров, Владимир Иванович (писатель)",1353963.0,0.0,1353963.0,0.0,,
"Фёдоров, Игорь Витальевич",2919289.0,0.0,2919289.0,0.0,,
"Фейгин, Герасим Григорьевич",4048546.0,0.0,4048546.0,0.0,,
"Фельдман, Евгений Давыдович",3881722.0,0.0,,,,
"Фельдман, Павел Артёмович",7624711.0,0.0,7624711.0,0.0,,
Феофан (Прокопович),137519.0,0.0,,,,
"Фет, Афанасий Афанасьевич",750348.0,0.0,,,,
"Фещенко-Скворцова, Ирина Николаевна",7739550.0,0.0,,,,
"Филатов, Леонид Алексеевич",36898.0,0.0,36898.0,0.0,,
"Филимонов, Владимир Сергеевич",1975288.0,0.0,,,,
"Филиппов, Александр Павлович",4096780.0,0.0,,,,
"Филиппов, Василий Анатольевич",86598.0,0.0,,,,
"Филиппов, Ростислав Владимирович",3954140.0,0.0,3954140.0,0.0,,
"Филиппова-Диодорова, Карина Степановна",6904690.0,0.0,,,,
"Филипченко, Иван Гурьевич",1954747.0,0.0,,,,
"Фильштейн, Михаил Яковлевич",915735.0,0.0,915735.0,0.0,,
Анатолий Васильевич Фиолетов,701976.0,0.0,,,,
"Фирсов, Владимир Иванович",3598468.0,0.0,3598468.0,0.0,,
"Флауме, Анатолий Яковлевич",382745.0,0.0,,,,
"Флит, Александр Матвеевич",1234367.0,0.0,1234367.0,0.0,,
"Фогельсон, Соломон Борисович",821176.0,0.0,,,,
"Фокина, Ольга Александровна",2240401.0,0.0,,,2240401.0,0.0
"Фонвизин, Денис Иванович",45534.0,0.0,,,,
"Фонвизин, Павел Иванович",2492753.0,0.0,,,,
"Форштетер, Михаил Адольфович",723359.0,0.0,723359.0,0.0,,
"Фофанов, Константин Михайлович",191268.0,0.0,,,,
"Французова, Лариса Александровна",7323348.0,0.0,,,,
"Фрейдкин, Марк Иехиельевич",186023.0,0.0,186023.0,0.0,,
"Френкель, Илья Львович",40768.0,0.0,,,,
"Фролов, Геннадий Васильевич",3795879.0,0.0,,,,
"Фроман, Михаил Александрович",154418.0,0.0,,,,
"Фруг, Семён Григорьевич",199060.0,0.0,199060.0,0.0,,
"Фрухтман, Лев Петрович",726107.0,0.0,726107.0,0.0,,
"Фукс, Александра Андреевна",3345572.0,0.0,,,3345572.0,0.0
"Хабаров, Александр Игоревич",2025094.0,0.0,2025094.0,0.0,,
"Хабиас, Нина Петровна",1005811.0,0.0,,,1005811.0,0.0
"Хавкин, Оскар Адольфович",1020055.0,0.0,1020055.0,0.0,,
"Хаген, Марина Анатольевна",101879.0,0.0,101879.0,0.0,,
"Хазин, Александр Абрамович",1580068.0,0.0,,,,
"Хазин, Михаил Григорьевич",902011.0,0.0,,,,
"Хаиндрова, Лидия Юлиановна",3765520.0,0.0,,,3765520.0,0.0
"Хаит, Валерий Исаакович",1725858.0,0.0,,,,
"Хайтлина, Алина Кирилловна",1153993.0,0.0,1153993.0,0.0,,
"Хакимов, Ахияр Хасанович",3208374.0,0.0,,,,
"Хакимов, Рамиль Гарафович",5408023.0,0.0,,,,
"Халиф, Лев Яковлевич",555862.0,0.0,555862.0,0.0,,
"Харитонов, Владимир Гаврилович",869506.0,0.0,,,,
"Харитонов, Евгений Викторович",2441880.0,0.0,2441880.0,0.0,,
"Харитонов, Евгений Владимирович",92898.0,0.0,92898.0,0.0,,
"Хармс, Даниил Иванович",13722.0,0.0,,,,
"Харченко, Владимир Анатольевич",2846601.0,0.0,,,,
"Харчиков, Александр Анатольевич",255457.0,0.0,255457.0,0.0,,
"Харчиков, Александр Тихонович",265228.0,0.0,265228.0,0.0,,
"Хатюшин, Валерий Васильевич",815868.0,0.0,815868.0,0.0,,
"Хворостинин, Иван Андреевич",1459963.0,0.0,,,,
"Хвостенко, Алексей Львович",55867.0,0.0,55867.0,0.0,,
"Хвостов, Дмитрий Иванович",77718.0,0.0,,,,
"Хелемский, Яков Александрович",1020077.0,0.0,1020077.0,0.0,,
"Хемницер, Иван Иванович",706028.0,0.0,706028.0,0.0,,
"Херсонская, Людмила Дмитриевна",4325839.0,0.0,,,,
"Хетагуров, Коста Леванович",9531.0,0.0,9531.0,0.0,,
"Хирьяков, Александр Модестович",53355.0,0.0,,,,
"Хлебников, Велимир",45526.0,0.0,,,,
"Хлебников, Олег Никитьевич",3187041.0,0.0,3187041.0,0.0,,
"Хмара, Павел Феликсович",3258733.0,0.0,3258733.0,0.0,,
"Хованский, Григорий Александрович",7302610.0,0.0,,,,
"Ходасевич, Владислав Фелицианович",47821.0,0.0,,,,
"Ходынская, Людмила Викторовна",292337.0,0.0,292337.0,0.0,,
"Холин, Игорь Сергеевич",160782.0,0.0,160782.0,0.0,,
"Холодова, Клавдия Фёдоровна",3036009.0,0.0,3036009.0,0.0,,
"Хоминский, Артур Сигизмундович",5267119.0,0.0,,,,
"Хомутов, Геннадий Фёдорович",1709688.0,0.0,1709688.0,0.0,,
"Хомяков, Алексей Степанович",44057.0,0.0,44057.0,0.0,,
"Хорват, Евгений Анатольевич",915036.0,0.0,,,,
"Хохлев, Владимир Владимирович",1981726.0,0.0,1981726.0,0.0,,
"Храповицкий, Михаил Васильевич",4769389.0,0.0,,,,
"Хролова, Ирина Олеговна",4692800.0,0.0,4692800.0,0.0,,
"Хромов, Валентин Константинович",6521526.0,0.0,6521526.0,0.0,,
"Царькова, Татьяна Сергеевна",3582853.0,0.0,3582853.0,0.0,,
"Цванг, Семён Рувинович",715070.0,0.0,,,,
"Цветаева, Марина Ивановна",31346.0,0.0,31346.0,0.0,,
"Цветков, Алексей Петрович",160780.0,0.0,160780.0,0.0,,
"Цей, Ибрагим Салехович",3622567.0,0.0,,,,
"Цейтлин, Юрий Владимирович",7971095.0,0.0,,,,
"Цензор, Дмитрий Михайлович",1767246.0,0.0,1767246.0,0.0,,
"Цертелев, Дмитрий Николаевич",2324394.0,0.0,,,,
"Цертелев, Николай Андреевич",3417283.0,0.0,,,,
"Цуров, Рамзан",6694107.0,0.0,6694107.0,0.0,,
"Цыбин, Владимир Дмитриевич",3157048.0,0.0,3157048.0,0.0,,
"Цыганков, Александр Константинович",4542577.0,0.0,,,,
"Цыганков, Виталий Владимирович",7322503.0,0.0,7322503.0,0.0,,
"Цыганов, Николай Григорьевич",317314.0,0.0,317314.0,0.0,,
"Чапичев, Яков Иудович",1778786.0,0.0,,,,
"Частикова, Эльвира Николаевна",3031892.0,0.0,,,,
"Чачиков, Александр Михайлович",6333965.0,0.0,,,,
"Чашников, Иван Александрович",8419297.0,0.0,,,,
"Чебышева, Маргарита Петровна",6763586.0,0.0,,,,
"Чегринцева, Эмилия Кирилловна",1883680.0,0.0,,,,
"Чейгин, Пётр Николаевич",6512989.0,0.0,6512989.0,0.0,,
"Чекмарёв, Сергей Иванович",1536933.0,0.0,,,,
"Чемисов, Леонтий Гаврилович",4613017.0,0.0,4613017.0,0.0,,
"Чемоданов, Андрей Владимирович",4055061.0,0.0,4055061.0,0.0,,
"Чеповецкий, Ефим Петрович",277304.0,0.0,,,,
"Червинская, Лидия Давыдовна",955624.0,0.0,,,,
"Черешня, Валерий Самуилович",6398312.0,0.0,6398312.0,0.0,,
"Черкасский, Леонид Евсеевич",725243.0,0.0,,,,
"Черковская, Варвара Николаевна",6531792.0,0.0,,,,
"Чернов, Андрей Юрьевич",5462292.0,0.0,,,,
"Чернов, Леонид Кондратьевич",5024120.0,0.0,,,,
"Чернов, Филарет Иванович",2442414.0,0.0,2442414.0,0.0,,
"Чернова, Надежда Михайловна",2351129.0,0.0,,,,
"Чёрный, Антон Владимирович",4291520.0,0.0,4291520.0,0.0,,
Саша Чёрный,45772.0,0.0,,,,
"Черных, Наталия Борисовна",2077136.0,0.0,2077136.0,0.0,,
"Черных, Юрий Егорович",4276853.0,0.0,4276853.0,0.0,,
"Черняк, Вадим Григорьевич",1724434.0,0.0,1724434.0,0.0,,
"Чеславский, Иван Богданович",8349864.0,0.0,,,,
"Четверикова, Татьяна Георгиевна",756555.0,0.0,756555.0,0.0,756555.0,0.0
"Чечёткин, Павел Анатольевич",1148064.0,0.0,1148064.0,0.0,,
"Чивилихин, Анатолий Тимофеевич",143102.0,0.0,143102.0,0.0,,
"Чижевская, Вера Августовна",3104358.0,0.0,,,3104358.0,0.0
"Чижов, Николай Алексеевич",4593428.0,0.0,,,,
"Чиннов, Игорь Владимирович",135226.0,0.0,,,,
"Чичерин, Алексей Николаевич",7147012.0,0.0,,,,
"Чугай, Ольга Олеговна",7055856.0,0.0,7055856.0,0.0,,
"Чугунов, Владимир Михайлович",4254188.0,0.0,4254188.0,0.0,,
"Чугунов, Дмитрий Александрович (писатель)",3052550.0,0.0,,,,
"Чудаков, Сергей Иванович",909249.0,0.0,,,,
"Чуковская, Лидия Корнеевна",286317.0,0.0,,,,
"Чуковский, Корней Иванович",18832.0,0.0,,,,
"Чулков, Георгий Иванович",389508.0,0.0,,,,
"Чумаченко, Ада Артемьевна",2855656.0,0.0,,,,
"Чумбаров-Лучинский, Фёдор Степанович",2320991.0,0.0,2320991.0,0.0,,
"Чупров, Олег Акимович",4481385.0,0.0,,,,
"Чурилин, Владимир Иванович",391183.0,0.0,391183.0,0.0,,
"Чурилин, Тихон Васильевич",3210367.0,0.0,3210367.0,0.0,,
"Чухонцев, Олег Григорьевич",59790.0,0.0,,,,
"Шабров, Михаил Зеликович",3602145.0,0.0,3602145.0,0.0,,
"Шабуцкий, Сергей Сергеевич",6726030.0,0.0,,,,
"Шадрин, Алексей Матвеевич",2197314.0,0.0,,,,
"Шаламов, Варлам Тихонович",12804.0,0.0,,,,
"Шаликов, Пётр Иванович",181391.0,0.0,181391.0,0.0,,
"Шамарин, Игорь Юрьевич",3391214.0,0.0,,,,
"Шапиро, Борис Израилевич",3211587.0,0.0,,,,
"Шапиро, Константин Исаакович",5238007.0,0.0,,,,
"Шапиро, Татьяна Лазаревна",8116299.0,0.0,,,,
"Шаповалов, Вячеслав Иванович",1349442.0,0.0,,,,
"Шапошникова, Софья Сауловна",4854286.0,0.0,,,,
"Шаталов, Александр Николаевич",1666603.0,0.0,1666603.0,0.0,,
"Шаталов, Сергей Анатольевич",6822239.0,0.0,,,,
"Шатуновский, Марк Алексеевич",1899172.0,0.0,1899172.0,0.0,,
"Шаферан, Игорь Давыдович",625471.0,0.0,625471.0,0.0,,
"Шацких, Павел Трефильевич",3180719.0,0.0,3180719.0,0.0,,
"Шацков, Андрей Владиславович",962711.0,0.0,962711.0,0.0,,
"Шваб, Леонид",1406337.0,0.0,,,,
"Шварц, Елена Андреевна",397018.0,0.0,,,397018.0,0.0
"Шведов, Яков Захарович",266274.0,0.0,,,,
"Шевченко, Леонид Витальевич",176542.0,0.0,176542.0,0.0,,
"Шевчук, Игорь Михайлович",2197411.0,0.0,2197411.0,0.0,,
"Шевчук, Юрий Юлианович",11096.0,0.0,,,,
"Шевырёв, Степан Петрович",228592.0,0.0,,,,
"Шелковый, Сергей Константинович",4050530.0,0.0,,,,
"Шелленберг, Вероника Владимировна",1687301.0,0.0,1687301.0,0.0,1687301.0,0.0
"Шеллер-Михайлов, Александр Константинович",1215723.0,0.0,,,,
"Шенгели, Георгий Аркадьевич",1871502.0,0.0,1871502.0,0.0,,
"Шервинский, Сергей Васильевич",1871092.0,0.0,1871092.0,0.0,,
"Шергова, Галина Михайловна",3287512.0,0.0,,,3287512.0,0.0
"Шерешевский, Лазарь Вениаминович",1022474.0,0.0,1022474.0,0.0,,
"Шершеневич, Вадим Габриэлевич",70331.0,0.0,,,,
"Шершер, Леонид Рафаилович",4251522.0,0.0,,,,
"Шестаков, Сергей Алексеевич",3757960.0,0.0,3757960.0,0.0,,
"Шестериков, Владимир Георгиевич",5289811.0,0.0,,,,
"Шестинский, Олег Николаевич",1887339.0,0.0,1887339.0,0.0,,
"Шефнер, Вадим Сергеевич",234000.0,0.0,,,,
"Шехтер, Яков",213437.0,0.0,213437.0,0.0,,
"Шешолин, Евгений Петрович",6621892.0,0.0,6621892.0,0.0,,
"Шиллинг, Евгений Михайлович",6857511.0,0.0,6857511.0,0.0,,
"Ширали, Виктор Гейдарович",1917652.0,0.0,1917652.0,0.0,,
"Ширинский-Шихматов, Сергей Александрович",502873.0,0.0,502873.0,0.0,,
"Ширман, Елена Михайловна",967820.0,0.0,967820.0,0.0,,
"Широков, Виктор Александрович",954273.0,0.0,,,,
"Ширяев, Михаил Иванович",7305698.0,0.0,7305698.0,0.0,,
"Ширяевец, Александр",921730.0,0.0,,,,
"Шифрин, Борис Фридманович",6294550.0,0.0,6294550.0,0.0,,
"Шишкан, Константин Борисович",8487355.0,0.0,,,,
"Шишкин, Александр Павлович (поэт)",2773862.0,0.0,2773862.0,0.0,,
"Шишков, Александр Ардалионович",4594609.0,0.0,,,,
"Шкапская, Мария Михайловна",108323.0,0.0,108323.0,0.0,108323.0,0.0
"Шкляр, Евгений Львович",36161.0,0.0,36161.0,0.0,,
"Шкляревский, Павел Петрович",4598545.0,0.0,4598545.0,0.0,,
"Шкроб, Александр Павлович",4858475.0,0.0,4858475.0,0.0,,
"Шкулёв, Филипп Степанович",5836829.0,0.0,5836829.0,0.0,,
"Шлаин, Михаил Израилевич",3451917.0,0.0,,,,
"Шмульян, Андрей Петрович",5493558.0,0.0,,,,
"Шнейдерман, Ася Эдуардовна",1074234.0,0.0,1074234.0,0.0,,
"Шоргин, Сергей Яковлевич",287734.0,0.0,,,,
"Шостаковская, Ирина Борисовна",6695973.0,0.0,6695973.0,0.0,,
"Шпаликов, Геннадий Фёдорович",155427.0,0.0,155427.0,0.0,,
"Шраер-Петров, Давид Петрович",1907999.0,0.0,,,,
"Шраер, Максим Давидович",1907946.0,0.0,,,,
"Штейгер, Анатолий Сергеевич",660436.0,0.0,,,,
"Штейн, Борис Самуилович",6623781.0,0.0,,,,
"Штейнберг, Аркадий Акимович",282559.0,0.0,,,,
"Штубов, Валентин Николаевич",1384158.0,0.0,1384158.0,0.0,,
"Штыпель, Аркадий Моисеевич",743144.0,0.0,743144.0,0.0,,
"Шубин, Павел Николаевич (поэт)",1163511.0,0.0,1163511.0,0.0,,
"Шумахер, Пётр Васильевич",2295966.0,0.0,,,,
"Щёголев, Николай Александрович (поэт)",3761012.0,0.0,,,,
"Щедритский, Алексей Иванович",8322762.0,0.0,,,,
"Щедровицкий, Дмитрий Владимирович",1014468.0,0.0,,,,
"Щербина, Александр Эдуардович",343438.0,0.0,343438.0,0.0,,
"Щербина, Михаил Вадимович",2168077.0,0.0,2168077.0,0.0,,
"Щербина, Николай Фёдорович",127081.0,0.0,,,,
"Щербина, Татьяна Георгиевна",147609.0,0.0,147609.0,0.0,,
"Щетников, Андрей Иванович",6532414.0,0.0,6532414.0,0.0,,
"Щипахина, Людмила Васильевна",2826659.0,0.0,,,2826659.0,0.0
"Щипачёв, Степан Петрович",205171.0,0.0,205171.0,0.0,,
"Щировский, Владимир Евгеньевич",627051.0,0.0,627051.0,0.0,,
"Щитов, Анатолий Владимирович",8264190.0,0.0,,,,
"Эзрохи, Зоя Евсеевна",7509015.0,0.0,7509015.0,0.0,,
"Эйгес, Екатерина Романовна",7966610.0,0.0,,,,
"Эйснер, Алексей Владимирович",693500.0,0.0,693500.0,0.0,,
"Элинин, Руслан Маламагомедович",885294.0,0.0,885294.0,0.0,,
Эллис (писатель),480876.0,0.0,480876.0,0.0,,
"Элтанг, Лена",177926.0,0.0,,,,
"Эльснер, Владимир Юрьевич",7776129.0,0.0,,,,
"Эльяшов, Николай Исидорович",5855878.0,0.0,,,,
"Энгельгардт, Николай Александрович",270973.0,0.0,,,,
"Энтин, Юрий Сергеевич",713058.0,0.0,,,,
"Эрберг, Олег Ефимович",1883244.0,0.0,1883244.0,0.0,,
"Эрдман, Николай Робертович",99937.0,0.0,,,,
"Эренбург, Илья Григорьевич",39154.0,0.0,39154.0,0.0,,
"Эрлих, Вольф Иосифович",4203254.0,0.0,4203254.0,0.0,,
"Эрль, Владимир Ибрагимович",82886.0,0.0,82886.0,0.0,,
"Эскин, Борис Михайлович",7761925.0,0.0,,,,
"Эскович, Нина Леонтьевна",1022580.0,0.0,,,1022580.0,0.0
"Юдалевич, Марк Иосифович",266762.0,0.0,266762.0,0.0,,
"Юдин, Алексей Валериевич",6514642.0,0.0,,,,
"Юдин, Борис Петрович",78241.0,0.0,,,,
"Юлиус, Анатолий Михайлович",6925904.0,0.0,,,,
"Юрасов, Владимир Иванович",3230004.0,0.0,,,,
"Юркун, Юрий Иванович",3494540.0,0.0,3494540.0,0.0,,
"Юрьев, Олег Александрович",2276459.0,0.0,,,,
"Юферев, Виталий Михайлович",1154803.0,0.0,1154803.0,0.0,,
"Яблонская, Анна",3016196.0,0.0,,,,
"Яворский, Юлиан Андреевич",895633.0,0.0,,,,
"Ягодинцева, Нина Александровна",555670.0,0.0,555670.0,0.0,,
"Ядов, Яков Петрович",1645535.0,0.0,1645535.0,0.0,,
"Языков, Михаил Александрович (поэт)",6411523.0,0.0,,,,
"Языков, Николай Михайлович",183448.0,0.0,,,,
"Якобсон, Анатолий Александрович",1042761.0,0.0,,,,
"Яковлев, Сергей Маратович",6482354.0,0.0,,,,
"Якубович, Андрей Фёдорович",3822980.0,0.0,,,,
"Якубович, Лукьян Андреевич",3823026.0,0.0,,,,
"Якубович, Пётр Филиппович",355059.0,0.0,355059.0,0.0,,
"Якушев, Николай Михайлович",6495540.0,0.0,,,,
"Ямакова, Наиля Равильевна",3679014.0,0.0,3679014.0,0.0,,
"Январёв, Эмиль Израилевич",711577.0,0.0,,,,
"Яновский, Николай Максимович",4178547.0,0.0,,,,
"Янышев, Санджар Фаатович",2715908.0,0.0,2715908.0,0.0,,
"Яропольский, Георгий Борисович",3765385.0,0.0,3765385.0,0.0,,
"Ярославский, Александр Борисович",2750713.0,0.0,,,,
"Ярошевский, Ефим Яковлевич",1655170.0,0.0,,,,
